latitude,longitude,datetime,decibel_level,hour,day_of_week,is_weekend,temperature_c,humidity_%,wind_speed_kmh,precipitation_mm,traffic_density,near_airport,near_highway,near_construction,population_density,park_proximity,industrial_zone,vehicle_count,honking_events,public_event,holiday,school_zone,noise_complaints,sensor_id,id,date_only,date,hour_of_day,noise_category
40.6435321936494,-73.72863784045295,2023-08-30T14:40:00.000Z,57.00059493298066,14,4,0,8.206451002708672,45.50869061967823,30.26491152359781,2.1150695202026526,1,0,0,0,18484,1,0,22,4,0,0,1,2,32,19,2023-08-30,2023-08-30,14,Moderate
40.76356957676406,-74.09765994547136,2023-03-04T22:41:00.000Z,74.56703186385658,22,7,1,18.485360132007436,59.948276310379356,33.88629828012431,1.7226548792318164,4,0,0,0,5728,1,0,20,1,0,0,1,1,46,20,2023-03-04,2023-03-04,22,Moderate
40.807309365545805,-73.90047770642481,2023-04-02T11:39:00.000Z,41.08043795686976,11,1,1,26.3950970104511,74.87476953993213,1.1305880419991077,2.1576346438295992,1,1,1,0,23169,1,0,18,3,0,0,0,2,15,21,2023-04-02,2023-04-02,11,Low
40.80985351225512,-74.03591025860119,2023-10-21T01:51:00.000Z,73.87079776446286,1,7,1,27.166108709818538,49.016458057312676,32.52481090485678,1.4126829509200423,4,0,0,0,27896,0,0,19,3,0,0,0,1,11,22,2023-10-21,2023-10-21,1,Moderate
40.60922832398912,-74.0623804094815,2023-09-13T10:30:00.000Z,69.3600577522258,10,4,0,17.47958269169033,61.95654555827712,10.982907827183865,0.3017370170487029,3,0,0,0,26154,0,0,17,3,0,0,0,0,10,23,2023-09-13,2023-09-13,10,Moderate
40.83968936419767,-74.14370980479403,2023-10-21T18:47:00.000Z,55.35462205089809,18,7,1,2.2539728205946545,55.36159980659127,4.642138375382756,3.608016611894396,3,0,0,0,22415,0,0,17,5,0,0,0,0,49,24,2023-10-21,2023-10-21,18,Moderate
40.76347745264758,-73.8937132658276,2023-05-28T03:02:00.000Z,77.20821298813048,3,1,1,18.948943914902966,70.78977732919637,19.833601244160963,0.816084364641897,3,0,1,0,27897,1,1,26,5,0,0,0,2,11,25,2023-05-28,2023-05-28,3,Moderate
40.68747726391799,-74.06062006379273,2023-07-15T12:10:00.000Z,77.29214784297051,12,7,1,18.33477723849278,71.60593740748787,15.4286685104408,1.0998760992032208,1,0,1,0,1607,1,0,21,5,0,0,0,5,4,26,2023-07-15,2023-07-15,12,Moderate
40.859829829309824,-73.80933907212635,2023-05-15T23:03:00.000Z,55.574419942081235,23,2,0,25.421006730698892,66.2885714385564,1.686016678517368,1.2649831017763682,3,0,0,0,27910,1,1,19,4,0,0,0,1,43,27,2023-05-15,2023-05-15,23,Moderate
40.79457769424989,-73.71134604600425,2023-02-17T12:03:00.000Z,72.68839675968897,12,6,0,8.371423773018801,40.71484442862018,15.91829109183077,2.296680560902899,2,1,0,0,6813,0,0,16,3,0,0,0,3,35,28,2023-02-17,2023-02-17,12,Moderate
40.66750820995683,-73.73950273945171,2023-09-15T19:24:00.000Z,80.58789184496894,19,6,0,21.364107308993987,59.3898080339542,22.288761797201758,1.4845664603617064,1,0,0,1,13832,1,0,21,0,0,0,0,0,1,29,2023-09-15,2023-09-15,19,Moderate
40.8747318957299,-74.11848233153421,2023-03-30T16:26:00.000Z,81.56208252057296,16,5,0,7.814617764366137,53.39908371769783,20.394962252256114,3.7573749912526972,4,0,0,0,12367,0,0,24,3,0,0,0,1,27,30,2023-03-30,2023-03-30,16,Moderate
40.68968568666298,-74.0130394764936,2023-02-10T13:34:00.000Z,59.1509234658223,13,6,0,31.670421677426575,31.733509468840914,7.438137815641066,0.23419458192836023,4,0,0,1,20010,0,1,19,4,0,1,0,0,25,31,2023-02-10,2023-02-10,13,Moderate
40.762096792255605,-73.83363326260692,2023-03-11T00:49:00.000Z,76.59381043300522,0,7,1,24.439100611681013,21.992017429074576,14.073075883472459,5.207580857367771,5,0,0,0,20476,1,0,27,2,0,0,0,1,36,32,2023-03-11,2023-03-11,0,Moderate
40.72629278559832,-73.93083402837215,2023-01-14T04:03:00.000Z,51.343825958098506,4,7,1,7.913128558325569,75.32852331180916,3.2941196134703254,0.01762695985134751,2,0,0,0,26752,1,1,23,5,0,0,0,1,48,33,2023-01-14,2023-01-14,4,Low
40.85234830367957,-74.1679968266957,2023-11-01T12:08:00.000Z,75.05924511796417,12,4,0,23.014380563782876,34.980497922171196,2.1189162418440333,4.38623673134236,5,0,0,1,12355,1,0,19,4,0,0,0,2,35,34,2023-11-01,2023-11-01,12,Moderate
40.63480127057252,-73.74951955215477,2023-01-12T17:47:00.000Z,73.72824351005634,17,5,0,20.78177916421464,54.10746922418157,10.883366303119107,0.6080671597492736,1,0,1,1,8317,1,0,15,3,0,0,0,0,32,35,2023-01-12,2023-01-12,17,Moderate
40.678881016201935,-73.74469714139279,2023-10-02T00:31:00.000Z,56.25564351660082,0,2,0,7.63197992764799,56.86495844676382,7.4625543853863885,1.1152443021621143,2,0,0,0,27453,0,0,24,4,0,0,0,2,5,36,2023-10-02,2023-10-02,0,Moderate
40.825787393035576,-73.97679024179921,2023-09-30T17:51:00.000Z,71.78946987762232,17,7,1,10.610523571409825,71.49498620079557,25.0855357624447,0.8959972673227365,4,0,1,0,15906,1,1,12,0,0,0,0,1,31,37,2023-09-30,2023-09-30,17,Moderate
40.67159761095001,-74.18727612004713,2023-08-21T00:31:00.000Z,64.67719388950529,0,2,0,7.84350476222143,40.38563230047933,15.564920384601209,0.01626786513518274,1,0,1,0,24251,1,0,18,5,0,0,0,0,21,38,2023-08-21,2023-08-21,0,Moderate
40.87533618272841,-73.75071969766259,2023-11-08T20:27:00.000Z,49.672994401100695,20,4,0,12.278143059099621,59.19182159038887,39.79252117215089,3.200787762261398,3,0,1,0,10089,1,0,22,3,0,0,0,1,12,39,2023-11-08,2023-11-08,20,Low
40.60722545632915,-74.19926308895684,2023-06-11T17:23:00.000Z,75.53985771182876,17,1,1,14.518519400101347,80.0359191769279,0.18577932339955083,1.1044696778479282,4,0,0,1,3456,0,0,18,4,0,0,0,0,50,40,2023-06-11,2023-06-11,17,Moderate
40.51247325402451,-74.00782248073793,2023-09-04T04:24:00.000Z,75.7036516022993,4,2,0,31.080222534141015,56.87382350886444,4.955222611822476,1.041794129072342,2,0,1,1,2385,1,0,19,3,0,1,0,0,48,41,2023-09-04,2023-09-04,4,Moderate
40.60885805489198,-73.92364646214072,2023-11-17T00:41:00.000Z,64.39596270803092,0,6,0,31.245342325831473,34.18598453933018,7.574249107226603,1.7976594966415618,1,0,0,0,5628,1,0,20,1,0,0,0,2,25,42,2023-11-17,2023-11-17,0,Moderate
40.85140622452054,-73.8951512874237,2023-03-01T12:23:00.000Z,49.55062653323242,12,4,0,7.0229898060596465,27.337584865853586,27.31857674754749,1.3805794019465465,3,0,0,0,15442,0,0,20,2,0,0,0,0,48,43,2023-03-01,2023-03-01,12,Low
40.835944521146686,-74.15886383786147,2023-03-16T09:10:00.000Z,88.88371992870438,9,5,0,25.338799214694788,53.26384036198646,30.55988197278172,2.837120623120272,3,0,1,1,29629,1,0,27,6,0,0,0,1,23,44,2023-03-16,2023-03-16,9,High
40.647103740350914,-73.82306595864505,2023-01-08T05:24:00.000Z,48.114948119315,5,1,1,12.95851585295247,86.8246259352039,5.7861960802790735,0.7361759587272673,2,0,0,0,9495,0,1,19,1,0,0,0,0,50,45,2023-01-08,2023-01-08,5,Low
40.684215798909655,-73.92466831027957,2023-01-11T13:58:00.000Z,59.88236442057696,13,4,0,20.833763861657875,66.31725425022712,26.936832009874824,0.4489976595937984,1,1,0,0,21258,1,1,17,4,0,0,0,2,17,46,2023-01-11,2023-01-11,13,Moderate
40.56356326706774,-74.09443702872099,2023-10-10T07:25:00.000Z,68.2557781678707,7,3,0,12.835843067206113,57.17765957809088,25.015905195216508,1.4804243617664417,2,0,0,0,24425,1,1,19,1,0,0,0,2,11,47,2023-10-10,2023-10-10,7,Moderate
40.701071609291546,-74.02110086733728,2023-07-24T01:50:00.000Z,75.61370964873133,1,2,0,25.574786190951983,28.58082095550281,24.38774277496154,1.1324925262507624,4,0,0,0,5287,0,0,29,4,0,0,0,0,33,48,2023-07-24,2023-07-24,1,Moderate
40.53253951225676,-74.12292747841076,2023-12-10T05:44:00.000Z,75.0713333647316,5,1,1,16.06329759796598,67.02213883342384,2.7791993953412764,3.895631780765822,5,0,1,0,4047,0,0,18,4,0,0,0,0,31,49,2023-12-10,2023-12-10,5,Moderate
40.84620285035759,-73.94206904864384,2023-04-19T11:27:00.000Z,68.79767636040896,11,4,0,28.110885365385613,86.32340640769372,9.947672378845404,7.608447001584993,1,0,0,0,4701,1,0,16,4,0,0,1,2,21,50,2023-04-19,2023-04-19,11,Moderate
40.87022740516271,-74.11916428188152,2023-06-12T22:40:00.000Z,68.63115627744523,22,2,0,18.88130971876471,25.89893914265359,2.2255463731481084,3.6634083557777344,5,0,1,0,2724,1,0,25,0,0,0,0,4,20,51,2023-06-12,2023-06-12,22,Moderate
40.59856081329564,-73.84077302633872,2023-04-27T19:39:00.000Z,68.88375729230168,19,5,0,18.445543430475624,64.4915437405731,5.963827146857357,0.8535737043123112,5,0,0,0,28518,1,0,14,4,0,0,0,0,1,52,2023-04-27,2023-04-27,19,Moderate
40.78259029059476,-73.79809272740329,2023-12-04T23:58:00.000Z,51.668716452221936,23,2,0,24.97181575192512,80.3458860088162,19.58243624910423,0.3230038532823417,2,0,0,0,28656,1,0,14,3,0,0,0,0,7,53,2023-12-04,2023-12-04,23,Low
40.73147016342896,-73.98757457856595,2023-11-06T08:07:00.000Z,64.3046771375773,8,2,0,27.972394124540703,45.423243726359445,38.19558840037032,0.8725133475018104,2,1,1,0,1321,0,0,18,2,0,0,0,1,34,54,2023-11-06,2023-11-06,8,Moderate
40.76703735422543,-73.79859453258776,2023-08-17T08:54:00.000Z,73.3776422154659,8,5,0,12.663074345779599,87.99082222146144,23.440655099131863,0.08498685065587663,4,0,0,0,26058,1,0,32,4,0,0,0,1,35,55,2023-08-17,2023-08-17,8,Moderate
40.58641527300384,-74.06126766013753,2023-01-20T07:26:00.000Z,48.153324227736135,7,6,0,25.214618657690917,43.72553539559184,6.974268306034865,0.9030195023806785,4,1,0,0,6334,1,0,21,2,0,0,0,2,17,56,2023-01-20,2023-01-20,7,Low
40.55689974747488,-74.02830664891118,2023-07-20T14:37:00.000Z,58.18619764930426,14,5,0,15.89421830777391,89.0421789590409,32.68339787678598,0.1476737384403442,2,0,0,0,23303,1,0,19,2,0,0,0,1,40,57,2023-07-20,2023-07-20,14,Moderate
40.77209111168334,-73.83056666143348,2023-09-08T15:30:00.000Z,77.53132824768244,15,6,0,26.198173428943026,58.0633719143059,26.652212925131693,5.347943423220721,1,0,0,0,8121,0,0,32,2,0,0,0,1,44,58,2023-09-08,2023-09-08,15,Moderate
40.810053129344446,-73.95765185643498,2023-01-05T19:47:00.000Z,69.51225319318507,19,5,0,18.43631944733386,58.655559612169256,6.4891828438598775,10.61784782694367,3,1,1,0,7869,0,0,15,3,0,0,0,1,43,59,2023-01-05,2023-01-05,19,Moderate
40.64994823180948,-74.09934394608878,2023-10-16T03:22:00.000Z,65.4693490206037,3,2,0,21.336557285603902,86.81133863970919,38.12710153052557,0.21421773881954317,5,0,1,0,6108,0,0,12,2,0,0,0,0,44,60,2023-10-16,2023-10-16,3,Moderate
40.667297214516246,-73.75826761850698,2023-10-23T16:55:00.000Z,68.3868731792169,16,2,0,27.33720021850401,46.28490354145041,31.879506190359418,1.058318338355313,5,0,1,0,14699,1,0,16,1,0,0,0,0,34,61,2023-10-23,2023-10-23,16,Moderate
40.79644825971602,-73.97100212049821,2023-09-07T00:30:00.000Z,66.75536229578599,0,5,0,27.747191590381473,63.764807370026055,2.069819186764046,0.6334273151577127,4,0,0,0,9183,1,0,22,3,0,0,0,2,20,62,2023-09-07,2023-09-07,0,Moderate
40.617786303816764,-73.82905183652065,2023-01-20T22:21:00.000Z,60.540562861388395,22,6,0,29.95130866691456,46.15485729266889,26.17225286136224,0.15198123763531315,1,0,0,1,12964,1,0,18,4,0,0,0,0,50,63,2023-01-20,2023-01-20,22,Moderate
40.87938132278486,-73.77578731045475,2023-01-23T14:45:00.000Z,66.13140457053022,14,2,0,12.604268380899175,43.303846736198224,3.201302790637466,0.18747527635388692,5,0,0,1,9237,0,0,20,0,0,0,0,1,33,64,2023-01-23,2023-01-23,14,Moderate
40.51878638671002,-73.76915454810633,2023-08-07T00:35:00.000Z,61.27324416048025,0,2,0,10.782823073968851,29.853932043984933,14.308670597697102,0.33165068359715366,2,0,1,0,28921,1,0,20,4,0,1,0,2,5,65,2023-08-07,2023-08-07,0,Moderate
40.789906708611504,-73.7098156295289,2023-10-18T13:48:00.000Z,60.04121827989851,13,4,0,16.95381014784508,37.45630515971244,18.154130227402092,0.9279720158273835,5,0,0,0,2678,1,1,7,4,0,0,0,0,14,66,2023-10-18,2023-10-18,13,Moderate
40.532418486363056,-73.73364474593362,2023-12-23T04:32:00.000Z,70.08608373233442,4,7,1,16.309986046925047,63.57611078889012,19.645638765386483,0.16772692874141454,2,0,1,0,7071,1,0,23,2,0,0,0,2,39,67,2023-12-23,2023-12-23,4,Moderate
40.52078851346059,-73.9204703575267,2023-07-08T13:57:00.000Z,76.88596823087008,13,7,1,15.33465617296737,29.131894558597573,30.22839689969571,3.369486705477612,3,0,0,1,9921,0,0,19,4,0,0,1,0,8,68,2023-07-08,2023-07-08,13,Moderate
40.81817998431589,-74.02439030632561,2023-10-29T07:58:00.000Z,61.001217613316285,7,1,1,14.822760086928103,33.67958106468443,29.750693894941765,4.498491414009372,4,1,0,0,25130,0,0,14,2,0,1,0,2,10,69,2023-10-29,2023-10-29,7,Moderate
40.64981604753894,-74.06914715813205,2023-04-01T18:50:00.000Z,78.28640828248231,18,7,1,16.710979290217587,43.054746697496824,28.737658989421654,0.5154473556037743,4,0,0,0,28384,0,0,24,1,0,0,1,1,31,70,2023-04-01,2023-04-01,18,Moderate
40.608539612709556,-73.94374867561484,2023-09-10T07:57:00.000Z,72.21479323757343,7,1,1,9.607340214042868,48.77330354892407,26.830400868461357,2.594667249082068,3,0,1,1,22859,0,1,21,7,0,0,0,0,44,71,2023-09-10,2023-09-10,7,Moderate
40.876092096569984,-73.93301626372612,2023-01-29T10:41:00.000Z,57.04442932059118,10,1,1,21.532072701341733,36.626128441584214,8.9558893322274,4.881304491716621,3,0,0,1,5112,0,0,12,3,0,0,0,1,15,72,2023-01-29,2023-01-29,10,Moderate
40.75157713871195,-73.7416823820794,2023-05-25T05:39:00.000Z,68.30851304615578,5,5,0,29.824322535561755,84.80519846461978,5.335969407099577,1.5096161754405013,1,0,0,0,24502,1,0,18,4,0,1,0,0,23,73,2023-05-25,2023-05-25,5,Moderate
40.65058534675122,-74.19044195278512,2023-05-11T20:12:00.000Z,64.35311394967482,20,5,0,8.767220511882424,21.34210375249288,15.401649513616466,0.4133079713143917,1,0,0,0,6575,0,0,15,5,0,0,0,1,29,74,2023-05-11,2023-05-11,20,Moderate
40.64326508721314,-73.9561860951664,2023-01-21T04:41:00.000Z,56.630792962037205,4,7,1,13.772987481341318,46.982930428981476,16.734756405280287,12.75797013419862,1,0,1,0,2205,0,0,14,5,0,1,0,0,45,75,2023-01-21,2023-01-21,4,Moderate
40.5479048527277,-74.17590699380335,2023-10-18T19:42:00.000Z,52.82717307779521,19,4,0,15.12637062089189,33.03155250222492,5.0822506143069734,0.41696354773142563,4,0,0,0,19953,1,0,21,5,0,0,0,1,45,76,2023-10-18,2023-10-18,19,Low
40.86899975247092,-74.10494617510814,2023-01-24T04:34:00.000Z,62.6049807797825,4,3,0,22.218061875848385,85.5302434802479,0.0063097831222691525,0.2185084026536947,2,0,1,0,5929,0,0,20,0,0,0,1,0,30,77,2023-01-24,2023-01-24,4,Moderate
40.55475425202752,-73.94307276789662,2023-09-29T17:31:00.000Z,64.37360422672765,17,6,0,11.7325193843856,20.3737399378782,20.095941113741425,1.0859873070643997,2,0,0,1,23223,1,0,26,4,0,0,0,0,7,78,2023-09-29,2023-09-29,17,Moderate
40.535764400924904,-73.75850308758511,2023-09-03T10:42:00.000Z,64.21769340941482,10,1,1,20.52309173404941,28.792889246421147,24.561247937946025,1.2799974309502795,4,0,0,1,11349,1,0,17,4,0,0,0,1,7,79,2023-09-03,2023-09-03,10,Moderate
40.57981698037166,-73.74588575564984,2023-11-30T02:13:00.000Z,73.56702480242555,2,5,0,10.817434090630629,33.118790158864385,39.11583951144506,6.035574597526528,5,0,0,0,27454,0,0,13,3,0,0,0,2,27,80,2023-11-30,2023-11-30,2,Moderate
40.588843124188294,-74.19369624001213,2023-04-02T20:31:00.000Z,62.11961126077924,20,1,1,24.37292949779899,43.05916601621101,9.94973065164729,1.2417830637526415,5,0,0,0,15992,0,0,23,2,0,0,0,1,24,81,2023-04-02,2023-04-02,20,Moderate
40.75806911616378,-74.08641022148825,2023-09-16T11:24:00.000Z,80.89838978180684,11,7,1,19.793194239859947,74.24008815273692,35.831954300353665,0.07451050159591797,4,0,0,1,7153,0,0,25,2,0,0,0,1,21,82,2023-09-16,2023-09-16,11,Moderate
40.665927800935066,-74.0946475180664,2023-08-23T09:14:00.000Z,71.03094684948833,9,4,0,14.050626740976593,68.9799154008036,36.14237214789127,1.6299294791671324,4,0,0,0,24778,0,0,14,3,0,0,0,1,47,83,2023-08-23,2023-08-23,9,Moderate
40.808927356694255,-74.16699507792988,2023-04-19T20:00:00.000Z,78.52202678867144,20,4,0,20.091584462252335,66.53654310061711,35.38729509686751,2.16366998517558,2,0,0,0,9622,1,0,20,1,0,0,0,1,38,84,2023-04-19,2023-04-19,20,Moderate
40.5708041937107,-73.8256773829369,2023-07-14T12:26:00.000Z,68.22082310766986,12,6,0,18.206014141742866,39.98675502007377,2.3518406617854826,1.7029871019287066,2,0,0,0,2843,1,0,31,4,1,1,0,1,36,85,2023-07-14,2023-07-14,12,Moderate
40.78533983435382,-73.8836440606257,2023-02-25T23:46:00.000Z,66.81062742771083,23,7,1,5.769448331243211,53.649983953904915,8.245846411206564,0.4197976857168142,2,0,0,0,3932,0,0,15,6,0,0,0,1,2,86,2023-02-25,2023-02-25,23,Moderate
40.55099546493279,-73.79651725455801,2023-05-05T12:04:00.000Z,71.71531171729053,12,6,0,11.233086765081381,25.4969030159101,21.27886937985993,0.1500334116347392,3,1,0,0,1899,1,0,27,3,0,0,0,1,42,87,2023-05-05,2023-05-05,12,Moderate
40.60071962356278,-73.70940373541795,2023-03-13T22:36:00.000Z,68.79153118726124,22,2,0,8.753851512358777,49.947641964677494,3.2511641936355096,3.2064062677649434,5,0,1,0,28355,1,0,21,2,0,0,0,1,4,88,2023-03-13,2023-03-13,22,Moderate
40.73651017429797,-73.95055216773203,2023-05-18T10:16:00.000Z,68.55668948563229,10,5,0,21.128872019068965,21.617746792745454,2.6018383094856246,0.5884252507677527,1,0,0,0,9575,0,0,17,3,0,0,0,0,8,89,2023-05-18,2023-05-18,10,Moderate
40.53413986723146,-73.80622545707061,2023-06-09T21:46:00.000Z,51.331416367191736,21,6,0,16.50094782502168,77.62584514725496,27.593651337438573,0.8865997062256867,1,0,1,0,18905,1,0,14,1,0,0,0,0,41,90,2023-06-09,2023-06-09,21,Low
40.75100218528735,-73.72428838957723,2023-11-14T01:21:00.000Z,60.18234028906525,1,3,0,9.623340854009228,47.83143085174527,7.00699454816724,1.2669093116523855,5,0,0,0,6814,0,0,24,4,0,0,0,1,18,91,2023-11-14,2023-11-14,1,Moderate
40.826333249996246,-73.88115587655203,2023-06-30T08:18:00.000Z,53.78756259905608,8,6,0,24.770246857072646,35.88305370706658,12.447697774175062,0.20795176869733561,5,1,0,1,2610,1,0,14,5,0,0,1,0,15,92,2023-06-30,2023-06-30,8,Low
40.889395587670954,-73.72943959373316,2023-05-27T14:13:00.000Z,69.04212865277331,14,7,1,3.4601610235828826,48.66629361950998,19.51253927230396,4.473718089819874,2,0,1,0,13323,1,0,32,1,0,0,0,0,33,93,2023-05-27,2023-05-27,14,Moderate
40.60759736177404,-74.09784180830052,2023-05-24T20:27:00.000Z,61.491505699235255,20,4,0,21.440118576260815,83.35546894561368,18.679976781328808,8.656696008338677,1,0,0,0,17168,0,0,14,1,0,0,1,0,36,94,2023-05-24,2023-05-24,20,Moderate
40.819023640254876,-73.94609746802061,2023-12-03T22:43:00.000Z,42.81652239948919,22,1,1,16.396432783548033,50.42253577070774,32.48133172103976,0.09189834987586176,5,0,0,0,6289,0,0,22,2,0,0,1,2,21,95,2023-12-03,2023-12-03,22,Low
40.777992754450615,-74.07336380823864,2023-10-28T09:02:00.000Z,66.02484642158207,9,7,1,27.469603744277077,50.485351921728146,21.484829931469598,0.1981222448222338,5,0,0,0,8075,0,0,17,4,0,0,0,0,37,96,2023-10-28,2023-10-28,9,Moderate
40.73694013143734,-73.87024461567962,2023-03-26T06:04:00.000Z,68.44053921563466,6,1,1,19.01028530208226,88.099962329724,9.278738086311433,3.5573583541559475,4,0,0,0,28493,0,0,19,4,0,0,0,1,37,97,2023-03-26,2023-03-26,6,Moderate
40.61394916078477,-73.71346160104386,2023-01-09T22:56:00.000Z,54.62933926430004,22,2,0,18.112873515303306,57.55882697075595,10.800199858600559,0.991327461001223,4,0,0,0,11234,1,0,20,3,0,1,0,1,37,98,2023-01-09,2023-01-09,22,Low
40.53828582220807,-74.01426636868781,2023-08-20T19:53:00.000Z,69.73407415712467,19,1,1,13.236541665651666,59.537281977213794,31.750672281190155,8.30180017574116,5,0,0,0,21491,1,0,25,5,0,0,0,2,50,99,2023-08-20,2023-08-20,19,Moderate
40.756388830938135,-73.81361429016746,2023-10-10T08:27:00.000Z,56.9362307088195,8,3,0,13.546434011436492,61.129324050485884,25.105214196071515,1.2276697531025877,1,1,1,0,22407,0,0,21,1,1,0,0,0,16,100,2023-10-10,2023-10-10,8,Moderate
40.82637877558744,-74.14182075741776,2023-12-27T07:13:00.000Z,63.584703626621526,7,4,0,28.10569223416367,33.44293954913029,28.708890189739655,5.747154440734506,3,0,0,0,5287,0,1,18,3,0,0,0,0,41,101,2023-12-27,2023-12-27,7,Moderate
40.70334421876651,-73.76033489216077,2023-09-26T12:20:00.000Z,88.9436190058245,12,3,0,26.56755440966523,56.65706799992896,1.1051902323366036,2.928380292779308,4,0,0,0,18489,0,0,26,2,0,0,0,2,12,102,2023-09-26,2023-09-26,12,High
40.57462802355441,-73.89235098746511,2023-02-16T22:52:00.000Z,78.55442801105495,22,5,0,23.483510973668217,51.00559852141052,15.585040694320416,1.4230854618612856,1,0,1,1,27716,0,0,29,2,0,0,0,1,19,103,2023-02-16,2023-02-16,22,Moderate
